"meal_item_id","chart_id","chart_name","diet_type","health_condition","goal","day_number","meal_slot","time","dish_id","dish_or_item","quantity","serving_multiplier","calories_kcal","protein_g","carbohydrates_g","fat_g","fiber_g","food_link_status","notes","consultant_approval_required"
"MI000664","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","4","Lunch","1:30 PM","IND0088","Sambar","1 katori","0.75","174","9.5","22.9","2.8","6.2","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000665","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","4","Lunch","1:30 PM","IND0184","Beans Poriyal","1 katori","0.8","145.6","4.6","17.3","6.8","5","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000666","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","4","Lunch","1:30 PM","IND0041","Plain Curd","1/2 katori","0.5","89.5","4","7.8","5.8","0.4","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000667","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","4","Evening","5:00 PM","IND0041","Plain Curd","1/2 katori","0.5","89.5","4","7.8","5.8","0.4","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000668","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","4","Evening","5:00 PM","IND0369","Roasted Chana","20 g","0.2","47.8","1.6","7.3","1.9","0.8","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000669","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","4","Dinner","8:00 PM","IND0010","Phulka","2 pieces","2","248","8.2","41.8","5","5.4","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000670","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","4","Dinner","8:00 PM","IND0003","Masoor Dal","3/4 katori","0.75","145.5","10.6","25.6","3.2","7.7","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000671","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","4","Dinner","8:00 PM","IND0203","Lauki Sabzi","1 katori","0.8","156.8","5","20.6","6.9","4.3","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000672","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","4","Bedtime","10:00 PM","IND0438","Turmeric Milk","1 small cup","0.7","147.7","5.8","9.9","6.9","0.6","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000673","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","5","Early Morning","6:30 AM","CLN0001","Plain Water","1 glass","1","0","0","0","0","0","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000674","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","5","Breakfast","8:00 AM","IND0319","Dalia Upma","1 katori","0.8","236.8","9.7","39.9","7.3","6.1","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000675","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","5","Breakfast","8:00 AM","IND0041","Plain Curd","1/2 katori","0.5","89.5","4","7.8","5.8","0.4","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000676","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","5","Mid-Morning","11:00 AM","CLN0005","Papaya Ripe","1 cup","1","64","0.7","16.2","0.4","2.6","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000677","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","5","Lunch","1:30 PM","IND0010","Phulka","2 pieces","2","248","8.2","41.8","5","5.4","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000678","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","5","Lunch","1:30 PM","IND0003","Masoor Dal","1 katori","1","194","14.1","34.1","4.2","10.3","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000679","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","5","Lunch","1:30 PM","IND0141","Bhindi Masala","1 katori","0.8","163.2","5.4","17","7.4","4.7","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000680","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","5","Evening","5:00 PM","IND0433","Masala Chaas","1 glass","1","175","9.2","14.9","10.6","0.7","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000681","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","5","Dinner","8:00 PM","IND0228","Vegetable Pulao","3/4 katori","0.75","217.5","5","38.6","4.1","2.3","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000682","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","5","Dinner","8:00 PM","IND0045","Raita Cucumber","1/2 katori","0.5","85.5","3.8","6.7","5.3","0.4","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000683","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","5","Bedtime","10:00 PM","CLN0001","Plain Water","as desired","1","0","0","0","0","0","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000684","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","6","Early Morning","6:30 AM","CLN0001","Plain Water","1 glass","1","0","0","0","0","0","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000685","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","6","Breakfast","8:00 AM","IND1331","Ragi Dosa","1 medium","0.6","217.8","9.2","31.7","6.8","3.7","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000686","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","6","Breakfast","8:00 AM","IND0088","Sambar","1 katori","0.75","174","9.5","22.9","2.8","6.2","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000687","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","6","Mid-Morning","11:00 AM","CLN0006","Pear Whole","1 small","1","86","0.6","22.8","0.2","4.7","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000688","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","6","Lunch","1:30 PM","IND0223","Steamed White Rice","3/4 katori","0.75","252","5.6","40.7","5.4","2.2","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000689","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","6","Lunch","1:30 PM","IND0006","Mixed Dal","3/4 katori","0.75","150","11.8","24.1","2.7","7.1","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000690","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","6","Lunch","1:30 PM","IND0183","Cabbage Poriyal","1 katori","0.8","141.6","5.2","21","8.3","5.6","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI000691","DC008","Type 2 diabetes / prediabetes — Veg — Weight loss","Veg","Type 2 diabetes / prediabetes","Weight loss","6","Lunch","1:30 PM","IND0041","Plain Curd","1/2 katori","0.5","89.5","4","7.8","5.8","0.4","linked_to_food_database","Use whole fruit, not juice; carbohydrate portion/timing matched to medicines and glucose plan; no added sugar. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
